project,dev,class
poi,Gagravarr,TextFunction
poi,Gagravarr,Trim
poi,Gagravarr,Upper
poi,Gagravarr,HSSFCell
poi,Gagravarr,HSSFFormulaEvaluator
poi,Gagravarr,LazyAreaEval
poi,Gagravarr,LazyRefEval
poi,Gagravarr,EvaluationCycleDetector
poi,Gagravarr,FormulaEvaluator
poi,Gagravarr,HexDump
poi,Gagravarr,HexRead
poi,Gagravarr,Cell
poi,Gagravarr,Comment
poi,Gagravarr,TestEscherBSERecord
poi,Gagravarr,TestEscherBlipWMFRecord
poi,Gagravarr,TestEscherChildAnchorRecord
poi,Gagravarr,TestEscherClientAnchorRecord
poi,Gagravarr,TestEscherClientDataRecord
poi,Gagravarr,TestEscherContainerRecord
poi,Gagravarr,TestEscherDgRecord
poi,Gagravarr,TestEscherDggRecord
poi,Gagravarr,TestEscherOptRecord
poi,Gagravarr,TestEscherPropertyFactory
poi,Gagravarr,TestEscherSpRecord
poi,Gagravarr,TestEscherSpgrRecord
poi,Gagravarr,TestEscherSplitMenuColorsRecord
poi,Gagravarr,TestUnknownEscherRecord
poi,Gagravarr,TestFormulaParser
poi,Gagravarr,TestFormulaParserEval
poi,Gagravarr,TestRVA
poi,Gagravarr,TestSheetAdditional
poi,Gagravarr,TestDrawingGroupRecord
poi,Gagravarr,TestEscherAggregate
poi,Gagravarr,TestFormulaRecord
poi,Gagravarr,TestColumnInfoRecordsAggregate
poi,Gagravarr,TestFormulaRecordAggregate
poi,Gagravarr,TestArrayPtg
poi,Gagravarr,TestExternalFunctionFormulas
poi,Gagravarr,TestYearFracCalculatorFromSpreadsheet
poi,Gagravarr,TestCircularReferences
poi,Gagravarr,TestExternalFunction
poi,Gagravarr,TestFormulaBugs
poi,Gagravarr,TestFormulasFromSpreadsheet
poi,Gagravarr,TestPercentEval
poi,Gagravarr,AllIndividualFunctionEvaluationTests
poi,Gagravarr,TestAverage
poi,Gagravarr,TestCountFuncs
poi,Gagravarr,TestDate
poi,Gagravarr,TestIndex
poi,Gagravarr,TestIndexFunctionFromSpreadsheet
poi,Gagravarr,TestIsBlank
poi,Gagravarr,TestLen
poi,Gagravarr,TestLookupFunctionsFromSpreadsheet
poi,Gagravarr,TestMid
poi,Gagravarr,TestPmt
poi,Gagravarr,TestRoundFuncs
poi,Gagravarr,TestStatsLib
poi,Gagravarr,TestTrim
poi,Gagravarr,TestBug42464
poi,Gagravarr,TestBug43093
poi,Gagravarr,TestFormulaEvaluatorBugs
poi,Gagravarr,TestFormulaEvaluatorDocs
poi,Gagravarr,TestHSSFFormulaEvaluator
poi,Gagravarr,TestXSSFHeaderFooter
poi,Gagravarr,EscherContainerRecord
poi,Gagravarr,PercentEval
poi,Gagravarr,TwoOperandNumericOperation
poi,Gagravarr,UnaryMinusEval
poi,Gagravarr,UnaryPlusEval
poi,Gagravarr,Abs
poi,Gagravarr,Acos
poi,Gagravarr,Acosh
poi,Gagravarr,Asin
poi,Gagravarr,Asinh
poi,Gagravarr,Atan
poi,Gagravarr,Atanh
poi,Gagravarr,CalendarFieldFunction
poi,Gagravarr,Cos
poi,Gagravarr,Cosh
poi,Gagravarr,Day
poi,Gagravarr,Degrees
poi,Gagravarr,Dollar
poi,Gagravarr,Exp
poi,Gagravarr,Fact
poi,Gagravarr,Int
poi,Gagravarr,Ln
poi,Gagravarr,Log10
poi,Gagravarr,LookupUtils
poi,Gagravarr,Month
poi,Gagravarr,Radians
poi,Gagravarr,Sign
poi,Gagravarr,Sin
poi,Gagravarr,Sinh
poi,Gagravarr,Sqrt
poi,Gagravarr,Tan
poi,Gagravarr,Tanh
poi,Gagravarr,Year
poi,Gagravarr,ShapesTable
poi,Gagravarr,Shape
poi,Gagravarr,TestShapes
poi,Gagravarr,TestHSSFWorkbook
poi,Gagravarr,DrawingManager2
poi,Gagravarr,AddEval
poi,Gagravarr,DivideEval
poi,Gagravarr,EqualEval
poi,Gagravarr,GreaterEqualEval
poi,Gagravarr,GreaterThanEval
poi,Gagravarr,LessEqualEval
poi,Gagravarr,LessThanEval
poi,Gagravarr,MultiplyEval
poi,Gagravarr,NameEval
poi,Gagravarr,NotEqualEval
poi,Gagravarr,NumericOperationEval
poi,Gagravarr,PowerEval
poi,Gagravarr,RelationalOperationEval
poi,Gagravarr,SubtractEval
poi,Gagravarr,Hlookup
poi,Gagravarr,Vlookup
poi,Gagravarr,HSSFName
poi,Gagravarr,OperationEvaluatorFactory
poi,Gagravarr,EvaluationCache
poi,Gagravarr,AreaReference
poi,Gagravarr,CellReference
poi,Gagravarr,Document
poi,Gagravarr,RecordContainer
poi,Gagravarr,SlideListWithText
poi,Gagravarr,SlideShow
poi,Gagravarr,TestReOrderingSlides
poi,Gagravarr,TestYearFracCalculator
poi,Gagravarr,AllFormulaEvalTests
poi,Gagravarr,TestDivideEval
poi,Gagravarr,TestEqualEval
poi,Gagravarr,TestUnaryPlusEval
poi,Gagravarr,AllUserModelTests
poi,Gagravarr,TestAreaReference
poi,Gagravarr,AreaI
poi,Gagravarr,AreaNPtg
poi,Gagravarr,AreaPtg
poi,Gagravarr,AreaPtgBase
poi,Gagravarr,RefPtgBase
poi,Gagravarr,Area2DEval
poi,Gagravarr,Area3DEval
poi,Gagravarr,AreaEval
poi,Gagravarr,AreaEvalBase
poi,Gagravarr,NumberEval
poi,Gagravarr,Ref3DEval
poi,Gagravarr,RefEval
poi,Gagravarr,RefEvalBase
poi,Gagravarr,CountUtils
poi,Gagravarr,If
poi,Gagravarr,MathX
poi,Gagravarr,Offset
poi,Gagravarr,Sumx2my2
poi,Gagravarr,Sumx2py2
poi,Gagravarr,Sumxmy2
poi,Gagravarr,XYNumericFunction
poi,Gagravarr,PPTXMLDump
poi,Gagravarr,Hyperlink
poi,Gagravarr,SimpleShape
poi,Gagravarr,CharFlagsTextProp
poi,Gagravarr,ExHyperlink
poi,Gagravarr,HSSFChart
poi,Gagravarr,TestStyleTextPropAtom
poi,Gagravarr,TestLinkedDataRecord
poi,Gagravarr,TestAreaEval
poi,Gagravarr,EvalFactory
poi,Gagravarr,TestMatch
poi,Gagravarr,TestMathX
poi,Gagravarr,TestSumproduct
poi,Gagravarr,TestTFunc
poi,Gagravarr,TestXYNumericFunction
poi,Gagravarr,TestNamedRange
poi,Gagravarr,TestCellReference
poi,Gagravarr,POIOLE2TextExtractor
poi,Gagravarr,ExtractorFactory
poi,Gagravarr,TestExtractorFactory
poi,Gagravarr,ChunkFactory
poi,Gagravarr,VisioTextExtractor
poi,Gagravarr,PowerPointExtractor
poi,Gagravarr,WordExtractor
poi,Gagravarr,RowBlocksReader
poi,Gagravarr,ArrayRecord
poi,Gagravarr,SharedFormulaRecord
poi,Gagravarr,SharedValueRecordBase
poi,Gagravarr,TableRecord
poi,Gagravarr,MergedCellsTable
poi,Gagravarr,RecordAggregate
poi,Gagravarr,RowRecordsAggregate
poi,Gagravarr,SharedFormulaHolder
poi,Gagravarr,SharedValueManager
poi,Gagravarr,ValueRecordsAggregate
poi,Gagravarr,StringUtil
poi,Gagravarr,PLCDumper
poi,Gagravarr,PublisherTextExtractor
poi,Gagravarr,QuillContents
poi,Gagravarr,QCPLCBit
poi,Gagravarr,TextPublisherTextExtractor
poi,Gagravarr,TestQuillContents
poi,Gagravarr,TestRowRecordsAggregate
poi,Gagravarr,TestValueRecordsAggregate
poi,Gagravarr,RecordInspector
poi,Gagravarr,TestWorkbook
poi,Gagravarr,EscherBSERecord
poi,Gagravarr,MulRKRecord
poi,Gagravarr,SelectionRecord
poi,Gagravarr,HeaderFooter
poi,Gagravarr,CellRangeAddress
poi,Gagravarr,CellRangeAddress8Bit
poi,Gagravarr,CellRangeAddressBase
poi,Gagravarr,QCBit
poi,Gagravarr,HeaderStories
poi,Gagravarr,TestEscherParts
poi,Gagravarr,TestWordExtractor
poi,Gagravarr,TestHeaderStories
poi,Gagravarr,TestSharedFormulaRecord
poi,Gagravarr,TestTableRecord
poi,Gagravarr,TestHSSFHeaderFooter
poi,Gagravarr,FormulaViewer
poi,Gagravarr,RecordStream
poi,Gagravarr,BlankEval
poi,Gagravarr,And
poi,Gagravarr,BooleanFunction
poi,Gagravarr,Count
poi,Gagravarr,Counta
poi,Gagravarr,Countif
poi,Gagravarr,Lookup
poi,Gagravarr,Match
poi,Gagravarr,Not
poi,Gagravarr,Or
poi,Gagravarr,Sumproduct
poi,Gagravarr,POIFSDump
poi,Gagravarr,WMF
poi,Gagravarr,ActiveXShape
poi,Gagravarr,MovieShape
poi,Gagravarr,ShapeFactory
poi,Gagravarr,Table
poi,Gagravarr,TextPainter
poi,Gagravarr,TextRun
poi,Gagravarr,TextShape
poi,Gagravarr,AnimationInfo
poi,Gagravarr,AnimationInfoAtom
poi,Gagravarr,ExAviMovie
poi,Gagravarr,ExControl
poi,Gagravarr,ExControlAtom
poi,Gagravarr,ExEmbed
poi,Gagravarr,ExMCIMovie
poi,Gagravarr,ExMediaAtom
poi,Gagravarr,ExOleObjAtom
poi,Gagravarr,ExOleObjStg
poi,Gagravarr,ExVideoContainer
poi,Gagravarr,InteractiveInfoAtom
poi,Gagravarr,OEShapeAtom
poi,Gagravarr,RecordTypes
poi,Gagravarr,TextRulerAtom
poi,Gagravarr,RichTextRun
poi,Gagravarr,TestMovieShape
poi,Gagravarr,TestTable
poi,Gagravarr,TestAnimationInfoAtom
poi,Gagravarr,TestExControl
poi,Gagravarr,TestExMediaAtom
poi,Gagravarr,TestExOleObjAtom
poi,Gagravarr,TestExOleObjStg
poi,Gagravarr,TestExVideoContainer
poi,Gagravarr,TestTextRulerAtom
poi,Gagravarr,TestRowCol
poi,Gagravarr,FormulaExtractor
poi,Gagravarr,TestHexDump
poi,Gagravarr,RecordOrderer
poi,Gagravarr,BlankRecord
poi,Gagravarr,BoolErrRecord
poi,Gagravarr,CellValueRecordInterface
poi,Gagravarr,ExternSheetRecord
poi,Gagravarr,LabelRecord
poi,Gagravarr,LabelSSTRecord
poi,Gagravarr,NumberRecord
poi,Gagravarr,RKRecord
poi,Gagravarr,UnknownRecord
poi,Gagravarr,PageSettingsBlock
poi,Gagravarr,TblPtg
poi,Gagravarr,HSSFCellUtil
poi,Gagravarr,CFHeaderRecord
poi,Gagravarr,SupBookRecord
poi,Gagravarr,CFRecordsAggregate
poi,Gagravarr,ConditionalFormattingTable
poi,Gagravarr,NameXPtg
poi,Gagravarr,YearFracCalculator
poi,Gagravarr,NameXEval
poi,Gagravarr,HSSFConditionalFormattingRule
poi,Gagravarr,HPBFDocument
poi,Gagravarr,EscherDelayStm
poi,Gagravarr,EscherPart
poi,Gagravarr,EscherStm
poi,Gagravarr,HPBFPart
poi,Gagravarr,MainContents
poi,Gagravarr,QCTextBit
poi,Gagravarr,UnknownQCBit
poi,Gagravarr,TestHPBFDocument
poi,Gagravarr,TestModelFactory
poi,Gagravarr,TestSSTRecord
poi,Gagravarr,TestCFRecordsAggregate
poi,Gagravarr,TestAreaErrPtg
poi,Gagravarr,TestErrPtg
poi,Gagravarr,TestIntersectionPtg
poi,Gagravarr,TestPercentPtg
poi,Gagravarr,TestRangePtg
poi,Gagravarr,TestReferencePtg
poi,Gagravarr,TestUnionPtg
poi,Gagravarr,TestReadMissingBuiltInFuncs
poi,Gagravarr,TestDataValidation
poi,Gagravarr,TestFormulas
poi,Gagravarr,TestHSSFCell
poi,Gagravarr,TestHSSFComment
poi,Gagravarr,TestHSSFConditionalFormatting
poi,Gagravarr,TestHSSFHyperlink
poi,Gagravarr,TestHSSFOptimiser
poi,Gagravarr,TestHSSFRow
poi,Gagravarr,TestReadWriteChart
poi,Gagravarr,TestSheetHiding
poi,Gagravarr,TestSheetShiftRows
poi,Gagravarr,TestUnicodeWorkbook
poi,Gagravarr,POIFSLister
poi,Gagravarr,HPBFDumper
poi,Gagravarr,Footer
poi,Gagravarr,Header
poi,Gagravarr,XSSFHeaderFooter
poi,Gagravarr,POIXMLDocument
poi,Gagravarr,POIXMLProperties
poi,Gagravarr,POITextExtractor
poi,Gagravarr,CustomProperties
poi,Gagravarr,DocumentSummaryInformation
poi,Gagravarr,SpecialPropertySet
poi,Gagravarr,SummaryInformation
poi,Gagravarr,Range
poi,Gagravarr,TestRange
poi,Gagravarr,TestHPSFPropertiesExtractor
poi,Gagravarr,{HPFSPropertiesExtractor ? HPSFPropertiesExtractor}
poi,Gagravarr,{TestHPFSPropertiesExtractor ? TestHPSFPropertiesExtractor}
poi,Gagravarr,HPFSPropertiesExtractor
poi,Gagravarr,TestHPFSPropertiesExtractor
poi,Gagravarr,XSSFName
poi,Gagravarr,HeadersFooters
poi,Gagravarr,MasterSheet
poi,Gagravarr,Slide
poi,Gagravarr,SlideMaster
poi,Gagravarr,OEPlaceholderAtom
poi,Gagravarr,RoundTripHFPlaceholder12
poi,Gagravarr,TestHeadersFooters
poi,Gagravarr,TestTextRun
poi,Gagravarr,ExternSheetSubRecord
poi,Gagravarr,AbstractFunctionPtg
poi,Gagravarr,Name
poi,Gagravarr,BytePropertyNode
poi,Gagravarr,CHPBinTable
poi,Gagravarr,CHPFormattedDiskPage
poi,Gagravarr,CHPX
poi,Gagravarr,PAPBinTable
poi,Gagravarr,PAPFormattedDiskPage
poi,Gagravarr,PAPX
poi,Gagravarr,PropertyNode
poi,Gagravarr,SEPX
poi,Gagravarr,SectionTable
poi,Gagravarr,TextPiece
poi,Gagravarr,TextPieceTable
poi,Gagravarr,FIBAbstractType
poi,Gagravarr,TestCHPBinTable
poi,Gagravarr,TestPAPBinTable
poi,Gagravarr,TestSectionTable
poi,Gagravarr,TestRangeDelete
poi,Gagravarr,TestRangeInsertion
poi,Gagravarr,TestRangeProperties
poi,Gagravarr,TestRangeReplacement
poi,Gagravarr,XSSFReader
poi,Gagravarr,Control
poi,Gagravarr,Drawing
poi,Gagravarr,SharedStringsTable
poi,Gagravarr,XSSFChildContainingModel
poi,Gagravarr,XSSFModel
poi,Gagravarr,XSSFWritableModel
poi,Gagravarr,HWPFLister
poi,Gagravarr,CPSplitCalculator
poi,Gagravarr,FIBLongHandler
poi,Gagravarr,FIBShortHandler
poi,Gagravarr,FileInformationBlock
poi,Gagravarr,PlexOfCps
poi,Gagravarr,TestHWPFRangeParts
poi,Gagravarr,TestDifferentRoutes
poi,Gagravarr,TestTextPieceTable
poi,Gagravarr,XWPFWordExtractor
poi,Gagravarr,XWPFHeaderFooter
poi,Gagravarr,TestXWPFHeaderFooterPolicy
poi,Gagravarr,XWPFTable
poi,Gagravarr,XWPFHeaderFooterPolicy
poi,Gagravarr,XMLWordDocument
poi,Gagravarr,TestXWPFParagraph
poi,Gagravarr,XWPFFooter
poi,Gagravarr,XWPFHeader
poi,Gagravarr,BoolPtg
poi,Gagravarr,IntPtg
poi,Gagravarr,MissingArgPtg
poi,Gagravarr,NumberPtg
poi,Gagravarr,ScalarConstantPtg
poi,Gagravarr,StringPtg
poi,Gagravarr,DBCellRecord
poi,Gagravarr,PrintSetupRecord
poi,Gagravarr,RowRecord
poi,Gagravarr,Now
poi,Gagravarr,Today
poi,Gagravarr,Row
poi,Gagravarr,SanityChecker
poi,Gagravarr,EventWorkbookBuilder
poi,Gagravarr,EOFRecord
poi,Gagravarr,ObjRecord
poi,Gagravarr,ByteField
poi,Gagravarr,LittleEndian
poi,Gagravarr,HSLFSlideShow
poi,Gagravarr,TextExtractor
poi,Gagravarr,TestOleEmbedding
poi,Gagravarr,TestAddingSlides
poi,Gagravarr,TestSanityChecker
poi,Gagravarr,TestLittleEndian
poi,Gagravarr,TestLongField
poi,Gagravarr,BiffViewer
poi,Gagravarr,AreaFormatRecord
poi,Gagravarr,AreaRecord
poi,Gagravarr,AxisOptionsRecord
poi,Gagravarr,BarRecord
poi,Gagravarr,CFRuleRecord
poi,Gagravarr,CategorySeriesAxisRecord
poi,Gagravarr,ChartFormatRecord
poi,Gagravarr,CommonObjectDataSubRecord
poi,Gagravarr,DatRecord
poi,Gagravarr,DataFormatRecord
poi,Gagravarr,FrameRecord
poi,Gagravarr,HorizontalPageBreakRecord
poi,Gagravarr,LegendRecord
poi,Gagravarr,LineFormatRecord
poi,Gagravarr,LinkedDataRecord
poi,Gagravarr,MergeCellsRecord
poi,Gagravarr,PageBreakRecord
poi,Gagravarr,Record
poi,Gagravarr,RecordBase
poi,Gagravarr,SeriesLabelsRecord
poi,Gagravarr,SheetPropertiesRecord
poi,Gagravarr,TextObjectBaseRecord
poi,Gagravarr,TextRecord
poi,Gagravarr,TickRecord
poi,Gagravarr,ValueRangeRecord
poi,Gagravarr,VerticalPageBreakRecord
poi,Gagravarr,WindowTwoRecord
poi,Gagravarr,DataValidityTable
poi,Gagravarr,CellRangeAddressList
poi,Gagravarr,TestHSSFChart
poi,Gagravarr,TestMergeCellsRecord
poi,Gagravarr,FormatTrackingHSSFListener
poi,Gagravarr,TestFormatTrackingHSSFListener
poi,Gagravarr,XSLFPowerPointExtractor
poi,Gagravarr,TestXSLFPowerPointExtractor
poi,Gagravarr,XSLFSlideShow
poi,Gagravarr,XMLSlideShow
poi,Gagravarr,XSLFSheet
poi,Gagravarr,XSLFSlide
poi,Gagravarr,TestXSSFExcelExtractor
poi,Gagravarr,HeaderFooterHelper
poi,Gagravarr,TestHeaderFooterHelper
poi,Gagravarr,XSSFEvenFooter
poi,Gagravarr,XSSFEvenHeader
poi,Gagravarr,XSSFFirstFooter
poi,Gagravarr,XSSFFirstHeader
poi,Gagravarr,XSSFOddFooter
poi,Gagravarr,XSSFOddHeader
poi,Gagravarr,EventRecordFactory
poi,Gagravarr,ModelFactory
poi,Gagravarr,HSSFRegionUtil
poi,Gagravarr,DVRecord
poi,Gagravarr,CellRange
poi,Gagravarr,CellRangeUtil
poi,Gagravarr,DVConstraint
poi,Gagravarr,HSSFComment
poi,Gagravarr,HSSFConditionalFormatting
poi,Gagravarr,HSSFDataValidation
poi,Gagravarr,HSSFSheetConditionalFormatting
poi,Gagravarr,HSSFCellRangeAddress
poi,Gagravarr,Region
poi,Gagravarr,HeadersFootersDemo
poi,Gagravarr,CString
poi,Gagravarr,Comment2000
poi,Gagravarr,HeadersFootersAtom
poi,Gagravarr,HeadersFootersContainer
poi,Gagravarr,TestCString
poi,Gagravarr,TestCurrentUserAtom
poi,Gagravarr,TestHeadersFootersAtom
poi,Gagravarr,TestHeadersFootersContainer
poi,Gagravarr,TestCFHeaderRecord
poi,Gagravarr,TestCellRange
poi,Gagravarr,StreamUtility
poi,Gagravarr,TestCloneSheet
poi,Gagravarr,HeaderBlockReader
poi,Gagravarr,TestOffice2007XMLException
poi,Gagravarr,XSSFActiveXData
poi,Gagravarr,TestXSSFBugs
poi,Gagravarr,IOUtils
poi,Gagravarr,EncryptedDocumentException
poi,Gagravarr,HSSFDataFormatter
poi,Gagravarr,EncryptedPowerPointFileException
poi,Gagravarr,DefaultEscherRecordFactory
poi,Gagravarr,EscherBlipWMFRecord
poi,Gagravarr,EscherDggRecord
poi,Gagravarr,EscherSpgrRecord
poi,Gagravarr,EscherSplitMenuColorsRecord
poi,Gagravarr,EscherTextboxRecord
poi,Gagravarr,RecordFormatException
poi,Gagravarr,BinaryPart
poi,Gagravarr,AllXSSFUsermodelTests
poi,Gagravarr,HSSFDateUtil
poi,Gagravarr,FontRecord
poi,Gagravarr,HSSFOptimiser
poi,Gagravarr,TestFontRecord
poi,Gagravarr,HyperlinkRecord
poi,Gagravarr,AllRecordTests
poi,Gagravarr,Version.template
poi,Gagravarr,ExtendedFormatRecord
poi,Gagravarr,CellStyle
poi,Gagravarr,TestXSSFCellStyle
poi,Gagravarr,AllModelTests
poi,Gagravarr,TestExtendedFormatRecord
poi,Gagravarr,SheetNameFormatter
poi,Gagravarr,AllEventUserModelTests
poi,Gagravarr,TestOperandClassTransformer
poi,Gagravarr,TestSheetNameFormatter
poi,Gagravarr,TestHSSFColor
poi,Gagravarr,Iterable
poi,Gagravarr,Errortype
poi,Gagravarr,HSSFColor
poi,Gagravarr,SprmOperation
poi,Gagravarr,DeletedArea3DPtg
poi,Gagravarr,DeletedRef3DPtg
poi,Gagravarr,HSSFErrorConstants
poi,Gagravarr,ErrorConstants
poi,Gagravarr,TestTextShape
poi,Gagravarr,TestCFRuleRecord
poi,Gagravarr,AddPtg
poi,Gagravarr,AreaAPtg
poi,Gagravarr,AreaErrPtg
poi,Gagravarr,AreaNAPtg
poi,Gagravarr,AreaNVPtg
poi,Gagravarr,AreaVPtg
poi,Gagravarr,ArrayPtgA
poi,Gagravarr,ArrayPtgV
poi,Gagravarr,ConcatPtg
poi,Gagravarr,DividePtg
poi,Gagravarr,EqualPtg
poi,Gagravarr,ExpPtg
poi,Gagravarr,FuncPtg
poi,Gagravarr,FuncVarPtg
poi,Gagravarr,GreaterEqualPtg
poi,Gagravarr,GreaterThanPtg
poi,Gagravarr,IntersectionPtg
poi,Gagravarr,LessEqualPtg
poi,Gagravarr,LessThanPtg
poi,Gagravarr,MemAreaPtg
poi,Gagravarr,MemErrPtg
poi,Gagravarr,MemFuncPtg
poi,Gagravarr,MultiplyPtg
poi,Gagravarr,NamePtg
poi,Gagravarr,NotEqualPtg
poi,Gagravarr,OperationPtg
poi,Gagravarr,ParenthesisPtg
poi,Gagravarr,PercentPtg
poi,Gagravarr,PowerPtg
poi,Gagravarr,RangePtg
poi,Gagravarr,RefErrorPtg
poi,Gagravarr,RefNAPtg
poi,Gagravarr,RefNPtg
poi,Gagravarr,RefNVPtg
poi,Gagravarr,{RefAPtg ? RefPtg}
poi,Gagravarr,{ReferencePtg ? RefPtgBase}
poi,Gagravarr,RefVPtg
poi,Gagravarr,SubtractPtg
poi,Gagravarr,UnaryMinusPtg
poi,Gagravarr,UnaryPlusPtg
poi,Gagravarr,UnionPtg
poi,Gagravarr,ValueOperatorPtg
poi,Gagravarr,HSSFPicture
poi,Gagravarr,BitmapPainter
poi,Gagravarr,ImagePainter
poi,Gagravarr,Picture
poi,Gagravarr,PictureData
poi,Gagravarr,TestImagePainter
poi,Gagravarr,TestPicture
poi,Gagravarr,TestFormulaParserIf
poi,Gagravarr,TestObjRecord
poi,Gagravarr,TestEmbeded
poi,Gagravarr,ParseNode
poi,Gagravarr,EmbeddedObjectRefSubRecord
poi,Gagravarr,AttrPtg
poi,Gagravarr,ControlPtg
poi,Gagravarr,OperandPtg
poi,Gagravarr,ReferencePtg
poi,Gagravarr,UnknownPtg
poi,Gagravarr,HSSFObjectData
poi,Gagravarr,SoundFinder
poi,Gagravarr,HDGFDiagram
poi,Gagravarr,FSPATable
poi,Gagravarr,ExcelFileFormatDocFunctionExtractor
poi,Gagravarr,TestParseMissingBuiltInFuncs
poi,Gagravarr,EscherClientAnchorRecord
poi,Gagravarr,RawDataBlock
poi,Gagravarr,RawDataBlockList
poi,Gagravarr,TestXSSFRow
poi,Gagravarr,EscherRecordHolder
poi,Gagravarr,FSPA
poi,Gagravarr,PicturesTable
poi,Gagravarr,TestHWPFPictures
poi,Gagravarr,TestExternalNameRecord
poi,Gagravarr,TestPOIFSFileSystem
poi,Gagravarr,PaneRecord
poi,Gagravarr,WindowOneRecord
poi,Gagravarr,FunctionMetadataReader
poi,Gagravarr,DataExtraction
poi,Gagravarr,TextSpecInfoAtom
poi,Gagravarr,ObjectData
poi,Gagravarr,ListLevel
poi,Gagravarr,TestTextSpecInfoAtom
poi,Gagravarr,TestFuncPtg
poi,Gagravarr,TestRawDataBlock
poi,Gagravarr,EscherMetafileBlip
poi,Gagravarr,FileSharingRecord
poi,Gagravarr,ConstantValueParser
poi,Gagravarr,ErrorConstant
poi,Gagravarr,FunctionDataBuilder
poi,Gagravarr,FunctionMetadata
poi,Gagravarr,HSSFPictureData
poi,Gagravarr,AutoShapes
poi,Gagravarr,Freeform
poi,Gagravarr,ShapeGroup
poi,Gagravarr,PPDrawing
poi,Gagravarr,TestFreeform
poi,Gagravarr,TestRichTextRun
poi,Gagravarr,AllPOIDDFTests
poi,Gagravarr,TestEscherBlipRecord
poi,Gagravarr,HSSFTestDataSamples
poi,Gagravarr,TestLabelRecord
poi,Gagravarr,AllFormulaTests
poi,Gagravarr,TestFuncVarPtg
poi,Gagravarr,TestHSSFPatriarch
poi,Gagravarr,TestHSSFPicture
poi,Gagravarr,XMLParagraph
poi,Gagravarr,XWPFCommentsDecorator
poi,Gagravarr,XWPFHyperlinkDecorator
poi,Gagravarr,XWPFParagraphDecorator
poi,Gagravarr,XWPFComment
poi,Gagravarr,XWPFHyperlink
poi,Gagravarr,XWPFParagraphText
poi,Gagravarr,HSSFTextbox
poi,Gagravarr,Graphics2DDemo
poi,Gagravarr,PPT2PNG
poi,Gagravarr,AutoShape
poi,Gagravarr,Background
poi,Gagravarr,Fill
poi,Gagravarr,Line
poi,Gagravarr,OLEShape
poi,Gagravarr,PPGraphics2D
poi,Gagravarr,ShapeOutline
poi,Gagravarr,ShapePainter
poi,Gagravarr,TableCell
poi,Gagravarr,TextBox
poi,Gagravarr,PPDrawingGroup
poi,Gagravarr,PersistRecord
poi,Gagravarr,Sound
poi,Gagravarr,SoundCollection
poi,Gagravarr,SoundData
poi,Gagravarr,TestSound
poi,Gagravarr,TestPictures
poi,Gagravarr,TestSlideOrdering
poi,Gagravarr,TestSoundData
poi,Gagravarr,TestHSSFTextbox
poi,Gagravarr,HSLFXML
poi,Gagravarr,HXFPowerPointExtractor
poi,Gagravarr,HSLFXMLSlideShow
poi,Gagravarr,HSSFXML
poi,Gagravarr,HXFExcelExtractor
poi,Gagravarr,HSSFXMLCell
poi,Gagravarr,HSSFXMLWorkbook
poi,Gagravarr,HWPFXML
poi,Gagravarr,HXFWordExtractor
poi,Gagravarr,HWPFXMLDocument
poi,Gagravarr,HXFDocument
poi,Gagravarr,HXFLister
poi,Gagravarr,TestHSLFXML
poi,Gagravarr,TestHXFPowerPointExtractor
poi,Gagravarr,TestHSSFXML
poi,Gagravarr,TestHXFExcelExtractor
poi,Gagravarr,TestHWPFXML
poi,Gagravarr,TestHXFWordExtractor
poi,Gagravarr,TestDetectAsOOXML
poi,Gagravarr,HSSFBorderFormatting
poi,Gagravarr,HSSFFontFormatting
poi,Gagravarr,HSSFPatternFormatting
poi,Gagravarr,ApacheconEU08
poi,Gagravarr,PPFont
poi,Gagravarr,Placeholder
poi,Gagravarr,FontCollection
poi,Gagravarr,FontEntityAtom
poi,Gagravarr,TestPPFont
poi,Gagravarr,AbstractPtgTestCase
poi,Gagravarr,TestArea3DPtg
poi,Gagravarr,TestRef3DPtg
poi,Gagravarr,UnknownEscherRecord
poi,Gagravarr,TextboxShape
poi,Gagravarr,TextObjectRecord
poi,Gagravarr,PersistPtrHolder
poi,Gagravarr,TestTextObjectRecord
poi,Gagravarr,TestPPGraphics2D
poi,Gagravarr,LineStyle
poi,Gagravarr,Notes
poi,Gagravarr,Resources
poi,Gagravarr,ShapeContainer
poi,Gagravarr,ShapeTypes
poi,Gagravarr,DrawingRecordForBiffViewer
poi,Gagravarr,DirectoryNode
poi,Gagravarr,CRNRecord
poi,Gagravarr,ExternalNameRecord
poi,Gagravarr,TestConstantValueParser
poi,paolo-apache,StylesSource
poi,paolo-apache,StylesTable
poi,paolo-apache,XSSFCellStyle
poi,paolo-apache,XSSFSheet
poi,paolo-apache,ColumnHelper
poi,paolo-apache,TestStylesTable
poi,paolo-apache,TestXSSFCellStyle
poi,paolo-apache,TestXSSFSheet
poi,paolo-apache,TestColumnHelper
poi,Gagravarr,TestXSLFSlideShow
poi,Gagravarr,TestXWPFDocument
poi,Gagravarr,FontFormatting
poi,Gagravarr,CreateNewSpreadsheet
poi,Gagravarr,ChunkHeader
poi,Gagravarr,ChunkHeaderV4V5
poi,Gagravarr,ChunkHeaderV6
poi,Gagravarr,ChunkStream
poi,Gagravarr,Polygon
poi,Gagravarr,TestVisioExtractor
