project,class
jasperreports,JRDesignGanttSeries
xerces,DOMUtil
poi,TestExOleObjStg
jchempaint,MDLWriter
exoportal,MembershipImpl
jmeter,SimpleDataWriter
ganttproject,DefaultDateOption
roller,Weblogger
lucene,DistanceUtils
marauroa,DBCommandMetaData
jgrapht,FloydWarshallShortestPathsTest
megamek,ISBombastLaser
galleon,Version
jasml,Attribute_LineNumberTable
jasperreports,FillChartContext
jgraph,Polygon
tapestry,OptionModel
roller,LRUCache2Test
htmlunit,HtmlInputTest
columba,SubjectDialog
megamek,ISEnhancedLRM10
marauroa,DBCommandWithCallback
maven,ArtifactRepositoryLayout2
junit,AbstractReferralPlugin
megamek,ISEnhancedLRM15
jchempaint,HINReader
exoportal,MockSender
tomcat,SSIServletExternalResolver
poi,TestXSSFBugs
axion,TransformingRowIterator
checkstyle,NeedBracesCheckTest
jedit,Recorder
wct,ShowHopPathValidator
jruby,MethodIndex
jasperreports,FileBufferedZip
poi,HeadersFootersContainer
megamek,ISEnhancedLRM20
tapestry,ExpressionTermInfo
weka,EM
freecol,NameComparator
castor,TestAbstractExpression
checkstyle,JavadocTypeCheck
heritrix,Transformer
jfreechart,MinuteTests
jgroups,ControlReceiver
openjms,Importer
itext,PdfStructureTreeRoot
pooka,OpenFullDisplayAction
exoportal,RequestInfo
aoi,PointInfo
javacc,ASTNodeDescriptorExpression
lucene,StreamUtils
poi,BlockOffsetCommand
poi,HSSFChart
jgraphpad,FormatLineSpline
jedit,Reset
freecol,AIMessage
jena,ParserException
picocontainer,EmptyPicoContainer
jena,OntologyException
freemind,MindMapCloudModel
jchempaint,HyperconjugationReactionTest
castor,UnwindCashflowDescriptor
checkstyle,ClassDef
log4j,NamedPatternConverter
xerces,SchemaParsingConfig
argouml,WizCueCards
poi,IntegerField
weka,CheckEstimator
columba,IColumbaMessage
jchempaint,CRK2DFormat
log4j,DOMTestCase
webmail,HTTPRequestHeader
jspwiki,TestContainer
jasperreports,TimestampSerializer
jmeter,TimeFunction
drawswf,ArithCompositeContext_INT_PACK
tomcat,ModelerSource
jhotdraw,ODGEllipseFigure
poi,ChunkHeaderV11
jruby,LABEL_Instr
columba,HeaderItem
jruby,SharedScopeBlock
weka,Impurity
jena,DBPropGraph
findbugs,PrintingCommandLine
freecol,ColonyPlanTest
jspwiki,HttpRequestCallback
xerces,XMLAttributesProxy
megamek,InfantrySupportGrenadeLauncherInfernoWeapon
castor,PointbaseQueryExpression
jfreechart,ServletUtilities
tomcat,UserDatabaseRealm
colt,QuantileFinderFactory
megamek,CLSRT2
jasperreports,JRCloneUtils
megamek,CLSRT4
roller,TaskLock
megamek,CLSRT6
jena,FragmentTripleIterator
xalan,SerializerFactory
ganttproject,ExportFileAction
jedit,Scope
fitlibraryforfitnesse,MissingObjectFactoryMethod
pmd,SourceFileOrDirectoryFilter
jgroups,MergeTest
junit,MaxHistory
jrat,InjectJarAction
xerces,WMLAElementImpl
wct,TargetAnnotationHandler
maven,ArtifactHandlerMock
freemind,MenuItemAdder
mvnforum,MemberDAO
aoi,GridModule
freecol,AttackMessage
jgroups,DrawCommand
jasperreports,JRResultSetDataSource
megamek,HexTarget
freemind,NodeRenderer
columba,MBOXImporter
heritrix,NotMatchesListRegExpDecideRule
jgrapht,EulerianCircuit
openjms,JmsConnectionFactoryBuilder
struts,FreemarkerTemplateEngine
jspwiki,InternalWikiException
jedit,FavoritesVFS
castor,ObjectDeletedWaitingForLockException
ganttproject,GanttMPXOpen
struts,ParseException
argouml,UMLImagePanel
roller,WeblogConfig
log4j,AppenderDynamicMBean
weka,CNode
heritrix,ScopePlusOneDecideRule
xalan,StylesheetPIHandler
jgrapht,AbstractBaseGraph
jchempaint,Torsions
wct,AbstractIdentityObject
fitlibraryforfitnesse,BooleanPropertyEditor
jext,FindResultsCellRenderer
argouml,UMLDerivedCheckBox
log4j,ClassNamePatternConverter
lucene,SimpleFSDirectory
exoportal,ClickLink
quartz,DB2v7Delegate
itext,FormatInformation
weka,InfoPanelCellRenderer
jruby,MethAddr
log4j,Filter
jspwiki,HistoryIteratorTag
colt,DynamicBin1D
rssowl,ModelSearchTest1
rssowl,ModelSearchTest2
itext,DocumentFont
rssowl,ModelSearchTest3
rssowl,ModelSearchTest4
jasperreports,LRUScanMap
jena,FileGraph
poi,TestHSSFColor
pmd,TestRule
argouml,ActionRevertToSaved
freecol,PrivateerMission
lucene,StandardSyntaxParser
openjms,PersistentMessageHandle
freecol,ManageMissionariesGoal
maven,DefaultSettingsValidator
wct,GroupSearchController
tomcat,AstCompositeExpression
weka,InstanceLoader
jasperreports,JRDesignHyperlinkParameter
xalan,ListingErrorHandler
poi,CollaboratingWorkbooksEnvironment
jspwiki,PluginManager
poi,FormulaRecordAggregate
mvnforum,PmAttachMessageDAOImplJDBC
aoi,BlurModule
columba,ClearMessageViewerAction
hsqldb,OtherType
jruby,ClassExtensionLibrary
jasperreports,TextMeasurerFactory
jena,NodeAs
lucene,DutchStemmer
jasperreports,PptxSlideRelsHelper
jung,ResizeListener
colt,Stack
findbugs,MergeTree
exoportal,ActionResponseImp
hsqldb,StatementSimple
castor,XMLConfiguration
jhotdraw,ZoomAction
lucene,CodecUtil
heritrix,RejectRevisitProcessor
checkstyle,InputNoJavadoc
drjava,RunningState
aoi,DifferenceModule
rssowl,BookMarkSearchbar
aoi,ArrayTool
castor,BigDecimalToInteger
ganttproject,GanttSaveAsPreviousStateBean
drawswf,DrawObjectTableCellRenderer
jmeter,CLOptionDescriptor
megamek,PMAreasGroup
exoportal,JcrDocFile
jspwiki,DefaultAclManagerTest
fitlibraryforfitnesse,MyColumnFixture
tomcat,URL
axion,FromNode
checkstyle,InputModifiedControl
drjava,StartAndEndIndex
drjava,ActionStartPrevStmtPlus
tapestry,PropertyConduit
struts,VelocityDecoratorServlet
c_jdbc,VirtualDatabaseShutdownThread
proguard,MultiMemberVisitor
jgroups,MERGE3
ganttproject,GanttOptions
xerces,WMLMetaElementImpl
drawswf,ArithCompositeContext_INT_PACK_LUT
exoportal,JSPPageConfig
columba,CheckBoxWithMnemonic
argouml,SelectionState
struts,JspReader
castor,Actor
castor,XMLInstance2Schema
tapestry,SessionApplicationStatePersistenceStrategyTest
c_jdbc,Controller
castor,Length
jchempaint,LogicalOperatorBond
castor,SybaseQueryExpression
openjms,V072toV076SchemaConverter
openjms,JmsConnectionMetaData
log4j,PatternLayoutTestCase
exoportal,Div
poi,TestHSSFSheet
tomcat,JDBCAccessLogValve
jena,StatementBoundaryBase
jfreechart,CategoryTick
maven,PluginDescriptorBuilderTest
castor,TestNegate
fitlibraryforfitnesse,AmbiguousNameException
tapestry,ComponentInstantiatorSourceImplTest
exoportal,ExoPermissionException
galleon,MenuConfiguration
lucene,TermRangeQuery
jruby,VariadicInvoker
struts,AnchorTag
jfreechart,StatisticalLineAndShapeRendererTests
jhotdraw,DoubleStroke
aoi,LinearMapping3D
jgraphpad,AbstractActionRadioButton
ganttproject,ZoomState
hsqldb,BinaryType
poi,TestSlideChangeNotes
castor,StringToByteArray
tomcat,ELParserTokenManager
lucene,MultiComparatorScoringNoMaxScoreCollector
megamek,ISERFlamer
exoportal,ConsumerEnvironmentImpl
hsqldb,MultiValueHashMap
freemind,SeparatorProperty
lucene,BooleanFilter
weka,HierarchicalClusterer
proguard,MultiInstructionVisitor
jena,MonitorGraph
freecol,IdleAtColonyMission
htmlunit,HTMLFormElement
megamek,AR10BayWeapon
xmojo,InvalidAttributeValueException
poi,BOFRecord
jmeter,HashTree
squirrel_sql,EdgesGraphComponent
aoi,PhotonMapContext
hsqldb,TransferCommon
jedit,CopyToClipboardAction
xalan,SourceTreeManager
mvnforum,CategoryTypeImpl
colt,BitVector
exoportal,MockConfigurationManagerImpl
jfreechart,DomainOrderTests
displaytag,TableDecorator
jedit,TargetError
jruby,DAsgnNode
jfreechart,PlumNeedleTests
argouml,CoreFactory
heritrix,MemLongFPSet
jmeter,UserParametersGui
maven,LifecycleWeaveBuilderTest
struts,JspWriterImpl
jext,ChangeDirCommand
jruby,Unsigned8
xalan,Transform
weka,AbstractOutput
findbugs,AbstractMethod
freecol,FreeColCheckBoxUI
openjms,AbstractMessageConverter
jmeter,ResultsNodeRenderer
log4j,OnlyOnceErrorHandler
xalan,XPathResultImpl
tapestry,InternalClassTransformationImpl
informa,TestAtom_1_0_Parser
tomcat,MemoryGroup
jgraph,AddRootInternalFrameAction
xalan,XPath
freemind,HookAdapter
megamek,CEntity
rssowl,CCLabel
ganttproject,ProjectSettingsPanel
marauroa,ProtocolAnalyser
itext,PdfTargetDictionary
jfreechart,XYDifferenceRenderer
weka,VectorInstance
jruby,ALLOC_FRAME_Instr
exoportal,UIPreferencesForm
freemind,SchemeEdgeModel
pmd,InefficientEmptyStringCheck
ivatagroupware,FindTopicAction
pmd,UselessOperationOnImmutable
lucene,ShingleMatrixFilter
roller,RefreshRollerPlanetTask
xerces,XMLAttributeDecl
mvnforum,AdminModuleProcessor
jgrapht,IgnoreDirectionTest
lucene,ParentArray
jena,OWLTest
jchempaint,ChemtoolFormat
proguard,ClassConstant
maven,MavenLifecycleParticipantTest
poi,DateFunc
itext,FactoryProperties
exoportal,UICategoryForm
james,ImapRequestLineReader
heritrix,CandidateURI
wct,FormCredentialsCommand
displaytag,TableModel
castor,JPAIdProcessor
exoportal,TransformerBase
poi,CharacterProperties
xerces,NonValidatingConfiguration
velocity,NumberMethodCallsTestCase
fitlibraryforfitnesse,Collections
xalan,NamespaceAlias
poi,UnicodeMapping
freemind,TimerColorChanger
jchempaint,IPAtomicLearningDescriptor
jfreechart,BorderArrangement
jmoney,Accounts
jasperreports,JRBaseGraphicElement
pooka,UIDMimeMessage
jfreechart,ContourEntity
lucene,PayloadTermSpanScorer
jruby,GlobalVariables
jasperreports,JRBaseTimeSeriesPlot
colt,BenchmarkMatrix2D
tomcat,CollectedInfo
jedit,ColorPickerDialog
exoportal,PortalConfig
poi,TestDataFormatRecord
megamek,InfantryPistolSunbeamNovaLaserPistolWeapon
jmeter,AboutCommand
marauroa,InvalidVersionException
sablecc,ASimpleListTerm
heritrix,DecideRuleSequence
jruby,RubyHashEntry
picocontainer,ReflectionLifecycleStrategy
jena,Finder
castor,WeblogicXercesOutputFormat
weka,BeanIconRenderer
c_jdbc,ResultSetFormatter
fitlibraryforfitnesse,InputColumnTarget
tomcat,HttpMessages
megamek,FighterSquadron
tapestry,HibernateModule
lucene,TieredMergePolicy
jmeter,ReportTreeListener
fitlibraryforfitnesse,ListTree
axion,BaseArrayIndex
jasperreports,XlsxRelsHelper
megamek,PortraitTableMouseAdapter
castor,Divide
quartz,PriorityExample
lucene,DefaultPhraseSlopQueryNodeProcessor
megamek,CapitalMissileWeapon
drjava,DependenciesTest
roller,CommentTest
jext,PrintFunction
drawswf,DarkenCompositeContext
emma,ConstantValueAttribute_info
ganttproject,GanttDialogCompareToPreviousState
pooka,SignedAttachment
jasperreports,EdgeFieldHandler
proguard,ListMatcher
argouml,ClAttributeCompartment
aoi,TimePoint
drjava,QuestionStartingNewStmtTest
castor,ClassResolutionByFile
jruby,Parser
weka,PointsClosestToFurthestChildren
pmd,NcssMethodCount
weka,Groovy
jedit,BSHEnhancedForStatement
argouml,FigDeepHistoryState
xerces,TimeDV
xerces,XSDComplexTypeTraverser
tomcat,PooledSender
megamek,CLLRM1OS
argouml,GoStateToIncomingTrans
antlr,Token
proguard,MultiClassPoolVisitor
aoi,UndoRecord
xerces,AttributeIterator
jruby,Assigner
jmeter,FunctionProperty
columba,MessageComposer
jung,HyperbolicTransformer
xerces,CharArrayTarget
roller,BookmarkEdit
jchempaint,PharmacophoreUtils
jena,CannotCreateException
displaytag,NestedTest
tapestry,PropertyOrder
roller,WeblogHitCount
jgraph,JGraphLayoutProgressMonitor
tapestry,BlockImplTest
checkstyle,ImportControlCheck
tapestry,OutputTest
jena,IDBConnection
jung,GraphMetadata
pmd,SummaryHTMLRenderer
argouml,LabelledComponent
jena,ObjectAsStringMapper
htmlunit,CurrentWindowTracker
ganttproject,CalendarSaver
poi,TestOffice2007XMLException
weka,CheckScheme
jasperreports,UPCAComponent
jedit,ActionBar
struts,TabbedPanelTag
findbugs,BlockTypeAnalysisFactory
ivatagroupware,MessageDO
tomcat,RpcCollector
jedit,MouseWheelHandler
jena,FGraph
wct,PermissionCriteria
jmeter,LocaleChangeEvent
findbugs,FieldOrMethodDescriptor
exoportal,TestQueryContent
jgraph,JGraphSQLRelation
lucene,FilterTermEnum
velocity,IntrospectorBase
lucene,InvalidGeoException
rssowl,INewsMark
argouml,GeneratorPHP4
jasperreports,XlsxCellHelper
tapestry,ServiceResourcesImpl
quilt,TestVertexData
drjava,AbstractDJDocumentTest
jfreechart,AxisState
lucene,MultiSearcherCallableNoSort
jhotdraw,ColorWheelChooser
freecs,XmlRpcManager
openjms,MasterDestinationStore
jchempaint,AngleBending
jasperreports,DefaultExporterFilterFactory
drjava,TestInteractionsModel
rssowl,ViewerOpenStrategy
jchempaint,IsotopeContainerTest
heritrix,DomainScopeTest
jasperreports,JasperDesign
poi,PublisherTextExtractor
fitlibraryforfitnesse,SpecialsAndSequence
jasperreports,PieChartXmlFactory
lucene,CloneableTerm
wct,LogRetrieverCommand
proguard,CodeAttributeEditor
antlr,TreeIterator
columba,SelectionManager
javacc,ASTExpansionNodeScope
jasperreports,JRTemplateLine
struts,AbstractMessageListHandler
axion,IntArrayIndex
findbugs,FieldAnnotation
argouml,TypeThenNameOrder
jruby,CompiledBlock
freecol,UnitTypeChange
emma,SessionData
freemind,NodeGeneralAction
jasml,OpcodeLoader
poi,AxisParentRecord
jchempaint,MMFF94AtomTypeMatcher
heritrix,CrawlJobErrorHandler
jasperreports,DataSourceExpressionFactory
lucene,SimpleFSLockFactory
drjava,DefaultSwingFrame
rssowl,ManageLabelsPreferencePage
pmd,Linker
jena,JenaParameters
columba,ToolBarButtonFactory
columba,ReplyAction
aoi,ObjectSet
exoportal,PortletToTestIoC
tomcat,WithDefaultsRulesWrapper
exoportal,UIFileNodeEditor
wct,ShowControlTrueTag
pmd,ASTSingleMemberAnnotation
exoportal,TestRss
jasperreports,JRDesignChart
tomcat,ClassNameMBean
marauroa,RPZoneDAO
fitlibraryforfitnesse,NonGenericFinder
rssowl,ManageSetsDialog
lucene,GermanStemmer
tapestry,TapestryTestCase
jspwiki,UserCheckTag
xalan,Trie
velocity,ASTMap
jena,TurtleParserTokenManager
weka,J48
poi,TestStringUtil
jruby,BaseCollection
columba,CutAction
fitlibraryforfitnesse,FolderRunnerTest
megamek,SimpleNoResult
jgraph,JGraphCoordinateAssignment
jena,XSDYearMonthType
junit,EditLinkTag
weka,GenericObjectEditor
mvnforum,CategoryXML
hsqldb,BadCmdline
jasperreports,PieChartFillFactory
xalan,ParentTraverser
argouml,ParserUtils
c_jdbc,PreparedStatementRecoveryTestLet
jmeter,WebServiceSamplerGui
freecol,FreeColLookAndFeel
log4j,Loader
jchempaint,IParameterReact
struts,GangsterForm
colt,Units
jena,WantTopLevelDescription
drjava,ActionStartPrevLinePlusMultilinePreserve
poi,DirectoryNode
sablecc,IntSet
roller,AtomNotAuthorizedException
poi,ExControl
poi,PrintGridlinesRecord
jgroups,SetStateEvent
jruby,BRANCH_Instr
jmeter,GuiPackage
jasperreports,JRXmlTemplateWriter
jena,GenericRuleReasoner
tomcat,StackMapTable
jasperreports,XlsServlet
jgraphpad,AbstractActionListCell
jspwiki,Editor
roller,ExcessLinksCommentValidator
jmeter,ConnectorImpl
jfreechart,IntervalXYItemLabelGenerator
findbugs,ObligationFactory
freecol,BlinkingLabel
struts,ContentTypeHandlerManagerTest
argouml,ActionCreatePartition
megamek,GeyserProcessor
jgrapht,CompoundPermutationIterTest
heritrix,BaseRule
weka,GraphViewer
exoportal,Constants
castor,Types
argouml,ActionModifierRoot
ganttproject,PreviousStateTasksTagHandler
webmail,Composer
jmeter,WSDLHelper
columba,AddSenderToAddressbookAction
jmeter,TestLoopController
jasperreports,DocxBorderHelper
ganttproject,HumanResource
columba,POP3ServerCollection
pmd,ClassTypeResolver
exoportal,EditAccountActionListener
tapestry,ComponentClassTransformWorker
xalan,XPathFactory
jgraph,10
jpf,UniqueIdentity
aoi,SphereIntersection
jasperreports,JRFrameFactory
castor,CDRCmd
rssowl,AssignLabelsDialog
jext,KeyShortcutsOptions
castor,MySQLFactory
c_jdbc,RAIDb1QueryLevelScheduler
proguard,ClassSpecificationsPanel
columba,ProgramNotFoundException
jasperreports,JRStackedAreaChartFactory
jena,ParserBase
argouml,SingleListFactory
poi,DateUtil
poi,TestCFHeaderRecord
argouml,ArgoNotationEvent
drawswf,AlphaTransform
roller,PreviewServlet
jfreechart,ShortTextTitle
jasperreports,JRDocxExporterNature
rssowl,SearchMarkPropertyPage
poi,XSSFRowShifter
c_jdbc,InvalidTag
heritrix,MapType
xerces,RangeOp
lucene,ReaderImpl
findbugs,LockDataflowFactory
exoportal,ValueParam
tomcat,JasperException
pmd,AbstractJUnitRule
aoi,IOPort
exoportal,EditForumActionListener
jruby,RbConfigLibrary
squirrel_sql,ConfigureNonDbConstraintController
jhotdraw,BezierNodeHandle
drawswf,FontDefinition
jruby,CallNoArgBlockNode
argouml,SettingsTabJava
jena,MemoryModelGetter
freecol,DetermineHighSeasAction
pmd,BracesRulesTest
jedit,OverwriteWidgetFactory
galleon,Downloader
jsXe,DOMSerializerError
findbugs,LazyInit
jspwiki,PageRenamerTest
findbugs,TypeFrame
exoportal,DataRenderer
jmeter,TestFunctor
findbugs,BuildCheckReturnAnnotationDatabase
jruby,FCallNoArgNode
argouml,ArgoModeCreateFigLine
openjms,QueueBrowserEndpoint
log4j,LogFactor5InputDialog
columba,AbstractColumbaAction
fitlibraryforfitnesse,ImageFixture
jasperreports,FloatSerializer
jedit,ServiceManager
tapestry,Heartbeat
jgraph,JGraphDistanceCostFunction
itext,PdfVersionImp
jfreechart,XYSeriesCollection
jfreechart,MarkerChangeEvent
jext,EndLine
quilt,Exit
jgroups,InetAddressChecksTest
freemind,EditAttributesAction
picocontainer,SingleMemberInjector
aoi,GLCanvasDrawer
castor,NamespaceTest
openjms,LikeExpression
quilt,GraphBuildException
lucene,DescOrdACComparator
pmd,PMDASMVisitor
hsqldb,HsqlThreadFactory
jruby,NoFunctionalitySignalFacade
poi,UnknownPtg
weka,LMTNode
jgraphpad,DefaultCostFunction
emma,ModeAttribute
exoportal,UINewAccountPortlet
openjms,JmsQueueBrowser
poi,OldExcelFormatException
castor,JPAEntityProcessor
jmeter,TableGui
tomcat,Multicast
weka,InstanceStreamToBatchMakerBeanInfo
oscache,CacheEntryEvent
lucene,IntBlockPool
c_jdbc,JMultiLineToolTip
megamek,SpecialHexDisplay
jruby,OpAsgnAndNode
fitlibraryforfitnesse,WithinFlow
lucene,ClassicAnalyzer
jfreechart,XYPolygonAnnotationTests
jfreechart,XYCoordinateTests
c_jdbc,TableRecoveryScenario
xerces,DOMSerializerImpl
lucene,PayloadAttributeImpl
jung,PickableEdgePaintTransformer
velocity,ASTFalse
argouml,UMLStateDiagram
jgroups,ConnectTask
exoportal,ListFormater
argouml,FileFilters
jfreechart,XYDatasetTableModel
columba,AbstractFolderOptionsPlugin
axion,StringClob
exoportal,ExoFacesMessage
jmeter,TestSampleResult
jasperreports,FillColumn
aoi,PixelInfo
jmeter,LoopbackHTTPSocket
argouml,ImportFileChooser
jruby,CallBlock
ganttproject,AssignmentNode
jmeter,PostWriterTest
pooka,OutgoingMailServerManager
sandmark,SMAlgHierTreePane
jena,ConsumerChoicePointFrame
proguard,BasicBranchUnit
jfreechart,HighLowRendererTests
jfreechart,CompositeTitleTests
ivatagroupware,AddressDO
xalan,CharInfo
weka,Run
poi,Time
freecol,UnitCellRenderer
tomcat,SSICommand
pooka,Selection
openjms,TransactionLogExistsException
lucene,UniqueValuesIntEncoder
jasperreports,ExporterFilterContainer
columba,AbstractMoveFolderAction
ivatagroupware,EventDO
lucene,PrefixQuery
drawswf,BestsolutionConfiguration
ivatagroupware,EmailAddressFormatter
jhotdraw,AbstractCompositeFigure
findbugs,MultithreadedInstanceAccess
c_jdbc,ResetLogEvent
hsqldb,Grid
marauroa,NIONetworkServerManager
freecs,CmdThink
heritrix,WorkQueue
drawswf,Rectangle
jgroups,IpAddress
proguard,InternalTypeEnumeration
jmeter,SampleEventConverter
jena,GraphAddList
poi,CharacterSprmCompressor
freecs,LogWriter
pooka,FolderMenu
tomcat,StandardPipeline
megamek,InfantryArchaicWakizashiWeapon
castor,ClobImpl
jmeter,ObjectPair
jFin_DateMath,ISMAActualActual
ganttproject,CustomColumnsPanel
sandmark,StackFrame
jmeter,ExitCommand
jgroups,AckMcastReceiverWindow
jchempaint,AbstractSelectModule
poi,ExMediaAtom
argouml,ModelEventPumpMDRImpl
squirrel_sql,ZoomPrintController
quilt,TestA2O
c_jdbc,AuthenticationTab
squirrel_sql,ConstraintData
drjava,GlobalIndentTest
struts,Out
jruby,Interpreter
jchempaint,AuxiliaryGraph2
mvnforum,GroupForumBean
tapestry,MarkupWriter
findbugs,NoteNonnullReturnValues
james,ParsedConfiguration
lucene,TermInfosReaderIndex
displaytag,TableTagParameters
fitlibraryforfitnesse,FileIO
xerces,DOMResultAugmentor
jasml,OpcodeWrapper
jruby,Reaper
weka,ArffSortedTableModel
itext,JBIG2SegmentReader
argouml,ParenthesizedExpression
drawswf,SplashScreen
pmd,VariableNamingConventions
columba,CTextField
freecol,ReportContinentalCongressAction
freemind,ExtendedComboBoxModel
columba,POP3Server
fitlibraryforfitnesse,TableListener
castor,IntValidator
findbugs,LocationIterator
xalan,DOM3TreeWalker
roller,Members
jruby,ArgAuxillaryNode
megamek,ISHERPPC
galleon,AudioManager
heritrix,ConfiguredDecideRule
checkstyle,InputValidSwitchIndent
htmlunit,HTMLDocumentTest
jfreechart,StandardPieURLGeneratorTests
columba,POP3CommandReference
tapestry,ClassTransformation
jspwiki,IncludeTag
itext,ImgJBIG2
log4j,LocationInfoTest
lucene,ReverseStringFilter
xerces,ValidationContextImpl
lucene,MMapDirectory
ganttproject,GanttCSVFilter
weka,SelectedTag
picocontainer,ReinjectionInjector
jedit,PluginUpdate
jrat,GlobMatcher
aoi,MarbleModule
freecol,SkillRenderer
findbugs,PointerEqualityCheck
ganttproject,GanttCellListRenderer
findbugs,ResourceValueAnalysis
roller,VelocityRenderer
heritrix,SimpleType
jfreechart,SWTOtherEditor
columba,FetchSubFolderListCommand
columba,CloseDialogActionListener
freecol,Layer
pmd,ReportException
weka,LinearUnit
ganttproject,RegularFramesWithFunction
freecol,FreeColPopupMenuUI
weka,BatchClustererEvent
jmeter,RenderAsJSON
jruby,NetProtocolBufferedIO
columba,MailOptionsDialog
jgraph,Spline2D
xerces,StringDV
tomcat,RulesBase
exoportal,OperatorLogoFormatter
galleon,StreamHandler
maven,AbstractMavenProjectTestCase
lucene,DocIdBitSet
poi,Command
jgroups,OverlappingUnicastMergeTest
proguard,ClassNameFilter
poi,BaseTestSheetShiftRows
jasperreports,SpiderDatasetXmlFactory
jasperreports,JRAbstractScriptlet
itext,PdfReader
tomcat,Function
poi,TestHexDump
mvnforum,RankDAOImplJDBC
wct,ParameterFactory
checkstyle,ExternalClass
argouml,ColumnDefinition
findbugs,ByteCodePatternMatch
columba,ServiceNotFoundException
exoportal,UserInput
log4j,NewVsSetLen
xalan,LastCall
jspwiki,WikiSessionTest
jasperreports,LineSpacingEnum
argouml,AbstractActionCheckBoxMenuItem
roller,GlobalCommentManagement
pmd,CharacterProperty
struts,SubsetIteratorFilter
c_jdbc,AbstractPoolConnectionManagerTest
sunflow,PhotonStore
jruby,STORE_TO_FRAME_Instr
quartz,StdScheduler
freecol,Messages
jgrapht,DirectedWeightedSubgraph
antlr,TokenRewriteStream
freecol,RiverSection
xerces,HTMLBaseFontElementImpl
exoportal,Command
jext,ScrollPageDown
wct,OperationalReport
pmd,JspEncodingTest
fitlibraryforfitnesse,AccountVariables
openjms,Selector
jfreechart,RelativeDateFormat
fitlibraryforfitnesse,TableBuilder
wct,TargetSeedsHandler
xerces,ClosureToken
jung,Checkmark
jchempaint,CMLRoundTripTest
jgroups,GroupRequest
poi,AbstractNumericTestCase
argouml,FigPackage
joggplayer,Comment
columba,Main
xalan,ExtensionHandlerJavaPackage
jedit,LabelRenderer
jhotdraw,PolarColorWheelImageProducer
struts,ClasspathPackageProvider
lucene,FreqProxTermsWriter
james,CharTerminatedInputStream
itext,PPKLite
poi,TableSprmUncompressor
lucene,SamplingParams
freecol,StringOptionUI
xerces,ExtendedSchemaDVFactoryImpl
jfreechart,XYLineAndShapeRendererTests
xerces,HTMLTitleElementImpl
weka,Value
argouml,StylePanelFigRRect
freecol,DeclareIndependenceAction
freemind,MindMapXMLElement
displaytag,CaptionTag
hsqldb,OdbcPacketOutputStream
xerces,XMLInputSource
freemind,AttributeRegistryComboBoxColumnModel
pmd,BrowseListener
lucene,LimitTokenCountFilter
tapestry,EmailTest
jchempaint,ChangeBondAction
openjms,URIHelper
jsXe,EnhancedDialog
poi,TestEscherClientAnchorRecord
castor,XSIdRefs
exoportal,SearchUserActionListener
itext,PdfPTable
wct,CreateRejReasonController
jmeter,JTidyHTMLParser
rssowl,BackupService
megamek,InfantryRiflePulseLaserWeapon
jruby,SuperCallSite
jgraphpad,EditDelete
checkstyle,FinalClassCheck
aoi,InfoBox
emma,VerbosityAttribute
jasperreports,JRDesignHyperlink
axion,IntArrayIndexLoader
castor,GroupTest
struts,DefaultErrorHandler
jena,Rule
weka,NominalToString
jhotdraw,AbstractConnectionHandle
findbugs,JavaClassAnalysisEngine
castor,BooleanToBigDecimal
lucene,ExtensionQuery
xerces,XMLEventFactoryImpl
junit,ExpectException
aoi,FaceVertexParameterValue
jrat,RateModelTableModel
exoportal,Instruction
jchempaint,SpanningTree
jfreechart,ValueAxisTests
jsXe,FileSaveAsAction
jspwiki,PageSorter
jena,Impl
jung,BicomponentClusterer
jruby,SValue
megamek,CLMediumRecoillessRifle
pooka,RadioEditorPane
pmd,ASTFormalParameters
megamek,ISNarcOS
galleon,Beacon
weka,RandomSubSpace
jhotdraw,TransformHandleKit
argouml,ActionCollaborationDiagram
jena,BaseGraphMaker
jena,OntologyImpl
weka,BayesNetEstimator
openjms,SocketConnectionFactory
marauroa,ConfigurationParams
tomcat,AstMult
weka,JSONInstances
jchempaint,DescriptorEngine
jsXe,Entry
fitjava,FixtureTest
jfreechart,WeekTests
castor,AbstractGeneratorTest
jfreechart,BoxAndWhiskerXYToolTipGenerator
argouml,RemovePerspectiveListener
jasperreports,DocxTableHelper
axion,SelectCommand
castor,XPATHClassNameConflictResolver
poi,ReadCustomPropertySets
jchempaint,CrystClustReaderTest
findbugs,JumpInfo
poi,RelationalOperationEval
jasperreports,XmlChartTheme
castor,DefaultNaming
xalan,NamedMethodGenerator
tapestry,RegistryStartup
weka,Stemming
jruby,BiVariableMap
roller,OldCommentsRequest
jfreechart,DefaultDrawingSupplier
wct,LogRetrieverController
argouml,UMLInitialValueExpressionModel
megamek,TorsoTwistAction
freemind,TreeNodeInfo
weka,UnofficialInstallTask
pooka,BounceFilterEditor
axion,CharacterType
exoportal,CustomPortletMode
antlr,LabelElementPair
jena,DBQueryStageCompiler
quartz,CircularLossyQueue
jgroups,View
columba,AccountCreator
jmeter,SubscriberSampler
freecol,GoodsLocation
hsqldb,Defines
castor,ClassPair
jedit,PatternSearchMatcher
tomcat,ApplicationJspPropertyGroupDescriptor
jgroups,MyFuture
checkstyle,TreeTableModelAdapter
ivatagroupware,AddressBookImpl
itext,ImageRenderInfo
xalan,DTMNodeList
heritrix,SeedFileIteratorTest
jmeter,EditCommand
columba,RemoveCardAction
findbugs,TestASM
findbugs,LockedFields
jmeter,StatisticalSampleResult
